#;NAME;P0;P1
1248;B1828-11;0.405043;6.00e-14
1249;J1830-1135;6.221553;4.77e-14
1250;J1830-1313;0.747188;1.71e-15
1251;J1830-1414;0.771493;7.62e-17
1252;J1831-0823;0.612133;3.09e-16
1253;J1831-0952;0.067267;8.32e-15
1254;J1831-1223;2.857941;5.47e-15
1255;J1831-1329;2.165679;2.99e-15
1256;J1831-1423;0.507945;1.09e-15
1257;J1832+0029;0.533917;1.51e-15
1258;J1832-0644;0.744295;3.71e-14
1259;B1829-08;0.647293;6.39e-14
1260;B1829-10;0.330354;4.20e-15
1261;J1833-0209;0.291931;2.75e-15
1262;B1831-03;0.686704;4.16e-14
1263;J1833-0556;1.521545;1.28e-15
1264;J1833-0559;0.483459;1.23e-14
1265;B1830-08;0.085284;9.17e-15
1266;J1833-0831;7.565408;3.43e-12
1267;J1833-1034;0.061884;2.02e-13
1268;J1833-1055;0.633640;5.27e-16
1269;B1828-60;1.889436;2.70e-16
1270;B1831-00;0.520954;1.05e-17
1271;J1834-0031;0.329532;4.49e-16
1272;B1831-04;0.290108;7.19e-17
1273;J1834-0602;0.487914;1.83e-15
1274;J1834-0633;0.317315;6.04e-16
1275;J1834-0731;0.512980;5.82e-14
1276;J1834-0742;0.788354;3.25e-14
1277;J1834-0812;0.491142;9.96e-15
1278;J1834-0845;2.482302;7.96e-12
1279;J1834-1710;0.358306;4.69e-17
1280;J1834-1855;1.465656;1.93e-15
1281;J1835-0349;0.841865;3.06e-15
1282;J1835-0522;1.087749;4.73e-16
1283;B1832-06;0.305830;4.05e-14
1284;J1835-0924;0.859192;2.14e-14
1285;J1835-09242;0.235249;1.18e-17
1286;J1835-0928;0.621734;9.69e-16
1287;J1835-0944;0.145347;4.39e-15
1288;J1835-0946;0.379536;4.32e-17
1289;J1835-1020;0.302450;5.92e-15
1290;J1835-1106;0.165907;2.06e-14
1291;J1835-1548;0.670486;1.74e-15
1292;B1834-04;0.354237;1.66e-15
1293;J1836-0517;0.457245;1.30e-15
1294;B1834-10;0.562711;1.18e-14
1295;J1836-1324;0.178756;1.04e-15
1296;J1836+5925;0.173264;1.50e-15
1297;J1837-0045;0.617037;1.68e-15
1298;J1837+0053;0.473513;3.77e-17
1299;J1837-0559;0.201063;3.30e-15
1300;J1837-0604;0.096294;4.52e-14
1301;B1834-06;1.905809;7.72e-16
1302;J1837+1221;1.963532;6.20e-15
1303;J1837-1243;1.876019;3.65e-14
1304;J1837-1837;0.618358;5.50e-15
1305;J1838-0453;0.380831;1.16e-13
1306;J1838-0537;0.145708;4.72e-13
1307;J1838-0549;0.235303;3.34e-14
1308;J1838-0624;0.927178;7.74e-17
1309;J1838-0655;0.070498;4.92e-14
1310;J1838-1046;1.218354;3.08e-15
1311;J1838+1650;1.901967;2.68e-15
1312;J1838-1849;0.488242;4.00e-17
1313;J1839-0223;1.266790;4.76e-15
1314;J1839-0321;0.238778;1.25e-14
1315;J1839-0332;2.675682;4.76e-15
1316;J1839-0402;0.520940;7.69e-15
1317;J1839-0436;0.149461;8.10e-16
1318;J1839-0459;0.585319;3.31e-15
1319;J1839-0627;0.484914;1.32e-16
1320;J1839-0643;0.449548;3.64e-15
1321;J1839-0905;0.418969;2.60e-14
1322;J1839-1238;1.911428;4.95e-15
1323;J1839+15;0.549161;2.61e-14
1324;J1840+0214;0.797478;8.29e-15
1325;J1840-0559;0.859368;9.60e-15
1326;J1840-0626;1.893353;2.30e-14
1327;J1840-0643;0.035578;2.20e-16
1328;J1840-0753;0.437869;1.00e-16
1329;J1840-0809;0.955672;2.35e-15
1330;J1840-0815;1.096440;2.42e-15
1331;J1840-0840;5.309377;2.37e-14
1332;J1840-1122;0.940962;6.41e-15
1333;J1840-1207;0.754470;3.20e-15
1334;J1840-1419;6.597563;6.33e-15
1335;B1839+56;1.652862;1.49e-15
1336;J1841-0157;0.663321;1.81e-14
1337;J1841-0310;1.657656;3.35e-16
1338;J1841-0345;0.204068;5.79e-14
1339;B1838-04;0.186149;6.39e-15
1340;J1841-0456;11.788978;4.09e-11
1341;J1841-0500;0.912914;3.48e-14
1342;J1841-0524;0.445749;2.34e-13
1343;B1839+09;0.381319;1.09e-15
1344;J1841-1404;1.334557;6.41e-16
1345;J1841-7845;0.353603;1.60e-16
1346;J1842-0153;1.054228;6.72e-15
1347;J1842+0257;3.088256;2.96e-14
1348;J1842-0309;0.404920;4.52e-15
1349;J1842+0358;0.233326;8.11e-16
1350;B1839-04;1.839944;5.09e-16
1351;J1842-0415;0.526682;2.19e-14
1352;J1842-0612;0.564475;2.20e-17
1353;J1842+0638;0.313016;7.60e-17
1354;J1842-0800;1.255469;1.94e-16
1355;J1842-0905;0.344643;1.05e-14
1356;J1842+1332;0.471604;2.29e-16
1357;J1843-0000;0.880330;7.79e-15
1358;J1843-0050;0.782598;2.49e-16
1359;J1843-0137;0.669872;2.47e-15
1360;J1843-0211;2.027524;1.44e-14
1361;J1843-0355;0.132314;1.04e-15
1362;J1843-0408;0.781934;2.39e-15
1363;J1843-0459;0.754963;8.54e-16
1364;J1843-0510;0.671614;3.89e-15
1365;J1843-0702;0.191614;2.14e-15
1366;J1843-0744;0.475393;1.33e-14
1367;J1843-0806;0.536414;1.74e-14
1368;J1843-1507;0.583550;7.20e-15
1369;J1843+2024;3.406539;1.04e-15
1370;J1844-0030;0.641098;6.08e-15
1371;B1842-02;0.507722;1.67e-14
1372;J1844-0302;1.198630;7.81e-15
1373;J1844-0310;0.525049;1.02e-14
1374;J1844-0346;0.112855;1.55e-13
1375;B1841-04;0.991027;3.91e-15
1376;J1844-0452;0.269443;6.80e-16
1377;J1844-0502;0.335163;6.18e-17
1378;B1841-05;0.255699;9.71e-15
1379;B1842+14;0.375463;1.87e-15
1380;J1845-0316;0.207636;8.86e-15
1381;B1842-04;0.486751;1.13e-14
1382;J1845-0545;1.092348;1.34e-14
1383;J1845+0623;1.421654;5.46e-16
1384;J1845-0635;0.340528;4.49e-15
1385;J1845-0743;0.104695;3.67e-16
1386;J1845-0826;0.634354;9.35e-15
1387;J1845-1114;0.206220;2.01e-15
1388;J1845-1351;2.618918;9.72e-15
1389;J1846+0051;0.434373;1.12e-14
1390;J1846-0257;4.476723;1.61e-13
1391;J1846-0258;0.326571;7.11e-12
1392;J1846-0749;0.350110;1.26e-15
1393;J1846-07492;0.861380;5.19e-15
1394;J1846+0919;0.225551;9.93e-15
1395;J1846-7403;4.878839;6.06e-15
1396;J1847-0130;6.707046;1.27e-12
1397;B1844-04;0.597792;5.17e-14
1398;J1847-0438;0.957991;1.09e-14
1399;J1847-0443;0.340832;2.83e-17
1400;J1847-0605;0.778164;4.65e-15
1401;J1848-0023;0.537624;1.61e-15
1402;J1848-0055;0.274557;1.35e-15
1403;B1845-01;0.659432;5.25e-15
1404;J1848+0351;0.191443;6.73e-17
1405;J1848-0511;1.637129;8.86e-15
1406;J1848-0601;0.225004;2.87e-16
1407;J1848+0604;2.218603;3.74e-15
1408;J1848+0647;0.505957;8.75e-15
1409;J1848+0826;0.328665;2.72e-16
1410;J1848-1150;1.312218;1.43e-15
1411;J1848-1414;0.297770;1.41e-17
1412;B1845-19;4.308190;2.33e-14
1413;J1849-0001;0.038519;1.42e-14
1414;J1849-0040;0.672481;1.11e-14
1415;J1849+0127;0.542155;2.80e-14
1416;J1849-0317;0.668408;2.20e-14
1417;J1849+0409;0.761194;2.16e-14
1418;J1849-0614;0.953384;5.39e-14
1419;B1846-06;1.451319;4.62e-14
1420;J1849+2423;0.275641;1.53e-16
1421;J1850-0006;2.191498;4.32e-15
1422;J1850-0026;0.166634;3.91e-14
1423;J1850+0026;1.081844;3.59e-16
1424;J1850-0031;0.734185;1.26e-15
1425;J1850+0423;0.290716;9.14e-17
1426;B1848+13;0.345582;1.49e-15
1427;J1851-0029;0.518721;4.74e-15
1428;J1851-0053;1.409065;8.74e-16
1429;J1851-0114;0.953182;2.48e-15
1430;J1851+0118;0.906977;1.37e-13
1431;J1851+0233;0.344018;2.18e-15
1432;J1851-0241;0.435194;7.96e-15
1433;B1848+04;0.284697;1.09e-15
1434;B1848+12;1.205303;1.15e-14
1435;J1852+0008;0.467894;5.68e-15
1436;J1852+0013;0.957751;1.40e-14
1437;B1849+00;2.180195;9.70e-14
1438;J1852-0118;0.451473;1.76e-15
1439;J1852-0127;0.428979;5.15e-15
1440;J1852+0305;1.326149;1.02e-16
1441;J1852-0635;0.524151;1.46e-14
1442;J1852-2610;0.336337;8.77e-17
1443;J1853-0004;0.101436;5.57e-15
1444;J1853+0011;0.397882;3.35e-14
1445;J1853+0056;0.275578;2.14e-14
1446;J1853+0505;0.905137;1.28e-15
1447;J1853+0545;0.126400;6.12e-16
1448;J1853-0649;1.048132;1.55e-15
1449;J1853+0853;3.914658;5.13e-15
1450;J1854+0306;4.557820;1.45e-13
1451;J1854+0317;1.366450;1.85e-15
1452;J1854+0319;0.628541;5.51e-17
1453;B1852+10;0.573197;6.39e-16
1454;B1851-14;1.146595;4.16e-15
1455;J1854-1557;3.453200;4.52e-15
1456;J1855+0205;0.246817;6.47e-17
1457;J1855+0306;1.633565;6.97e-15
1458;J1855+0307;0.845348;1.81e-14
1459;J1855+0422;1.678106;9.29e-16
1460;J1855+0527;1.393484;2.67e-13
1461;J1855+0700;0.258685;7.52e-16
1462;J1855-0941;0.345401;2.40e-16
1463;J1856+0102;0.620217;1.22e-15
1464;B1853+01;0.267440;2.08e-13
1465;J1856+0245;0.080907;6.21e-14
1466;J1856+0404;0.420252;3.71e-17
1467;J1856-0526;0.370483;1.70e-15
1468;J1856-3754;7.055203;2.98e-14
1469;B1854+00;0.356929;5.46e-17
1470;J1857+0143;0.139760;3.12e-14
1471;J1857+0210;0.630983;1.40e-14
1472;B1855+02;0.415823;4.03e-14
1473;J1857+0300;0.772678;2.65e-15
1474;J1857+0526;0.349951;6.93e-15
1475;J1857+0809;0.502924;4.74e-15
1476;J1857-1027;3.687219;1.05e-14
1477;J1858+0215;0.745828;4.61e-15
1478;J1858+0241;4.693233;2.43e-14
1479;J1858+0319;0.867444;1.03e-16
1480;J1858+0346;0.256844;2.04e-15
1481;J1858-0736;0.551059;5.06e-15
1482;J1859+0601;1.044313;2.55e-14
1483;J1859+0603;0.508561;1.59e-15
1484;J1859+1526;0.933972;3.93e-15
1485;J1900-0051;0.385194;1.42e-16
1486;J1900+0227;0.374262;5.71e-15
1487;J1900+0438;0.312314;3.23e-15
1488;J1900+0634;0.389869;5.13e-15
1489;B1857-26;0.612209;2.05e-16
1490;B1851-79;1.279193;1.86e-15
1491;J1901+0124;0.318817;3.24e-15
1492;B1859+01;0.288219;2.36e-15
1493;J1901+0234;0.885240;2.30e-14
1494;J1901+0254;1.299693;4.56e-16
1495;J1901-0312;0.355725;2.29e-15
1496;J1901-0315;0.801693;2.57e-15
1497;J1901+0320;0.636584;5.23e-16
1498;B1859+03;0.655450;7.46e-15
1499;J1901+0355;0.554756;1.27e-14
1500;J1901+0413;2.663080;1.32e-13
1501;J1901+0435;0.690576;8.67e-15
1502;J1901+0459;0.877044;1.57e-14
1503;J1901+0510;0.614757;3.11e-14
1504;J1901+0511;4.600369;2.53e-14
1505;J1901+0621;0.832002;1.80e-17
1506;B1859+07;0.643999;2.29e-15
1507;J1901-0906;1.781928;1.64e-15
1508;J1901+1306;1.830857;1.31e-16
1509;J1901-1740;1.956858;8.23e-16
1510;J1902+0248;1.223777;2.41e-15
1511;J1902-0340;1.524672;2.00e-15
1512;B1900+05;0.746577;1.29e-14
1513;B1900+06;0.673503;7.71e-15
1514;J1902+0723;0.487813;2.10e-16
1515;B1900+01;0.729306;4.03e-15
1516;J1903-0258;0.301459;6.79e-16
1517;J1903+0601;0.374117;1.92e-14
1518;B1900-06;0.431887;3.40e-15
1519;J1903+0654;0.791232;1.06e-14
1520;J1903-0848;0.887325;1.33e-15
1521;J1903+0925;0.357155;3.69e-14
1522;J1903+2225;0.651185;4.45e-16
1523;J1904+0004;0.139525;1.18e-16
1524;J1904-0150;0.379387;8.90e-16
1525;J1904+0738;0.208958;4.11e-16
1526;J1904+0800;0.263345;1.73e-14
1527;B1901+10;1.856570;2.76e-16
1528;J1904-1224;0.750808;7.42e-16
1529;B1902-01;0.643181;3.05e-15
1530;J1905+0600;0.441210;1.11e-15
1531;J1905+0616;0.989706;1.35e-13
1532;B1903+07;0.648040;4.94e-15
1533;J1905+0902;0.218253;3.50e-15
1534;J1906+0414;1.043362;1.15e-14
1535;J1906+0509;0.397590;5.22e-15
1536;B1904+06;0.267275;2.14e-15
1537;J1906+0649;1.286564;1.52e-16
1538;J1906+0722;0.111524;3.59e-14
1539;J1906+0746;0.144073;2.03e-14
1540;J1906+0912;0.775345;1.32e-16
1541;J1906+1854;1.019093;2.05e-16
1542;J1907+0249;0.351879;1.14e-15
1543;J1907+0255;0.618761;2.23e-16
1544;J1907+0345;0.240153;8.22e-15
1545;J1907+0534;1.138403;3.15e-15
1546;J1907+0602;0.106633;8.68e-14
1547;J1907+0631;0.323648;4.52e-13
1548;J1907+0731;0.363676;1.84e-14
1549;J1907+0740;0.574698;6.71e-16
1550;J1907+0859;1.527042;5.54e-15
1551;J1907+0918;0.226107;9.43e-14
1552;J1907+0919;5.198346;9.20e-11
1553;J1907+1149;1.420160;1.60e-13
1554;B1904+12;0.827097;1.95e-15
1555;J1907-1532;0.632235;3.08e-15
1556;B1905+39;1.235757;5.41e-16
1557;J1908+0457;0.846793;9.80e-16
1558;J1908+0500;0.291021;2.59e-15
1559;J1908+0734;0.212353;8.25e-16
1560;J1908+0833;0.512111;1.99e-15
1561;J1908+0839;0.185397;2.39e-15
1562;J1908+0909;0.336555;3.49e-14
1563;B1906+09;0.830270;9.80e-17
1564;J1908+2351;0.377578;1.70e-17
1565;B1907+00;1.016948;5.52e-15
1566;B1907+02;0.989831;5.53e-15
1567;J1909+0616;0.755993;2.06e-14
1568;J1909+0641;0.741762;3.22e-15
1569;J1909+0749;0.237161;1.52e-13
1570;J1909+0912;0.222949;3.58e-14
1571;B1907+10;0.283641;2.64e-15
1572;J1909+1148;0.448945;7.25e-17
1573;J1909+1450;0.996108;2.19e-16
1574;J1909+1859;0.542451;9.70e-17
1575;J1910-0112;1.360603;1.78e-16
1576;J1910+0225;0.337855;2.62e-16
1577;B1907-03;0.504605;2.19e-15
1578;B1907+03;2.330263;4.47e-15
1579;J1910+0517;0.308048;7.30e-16
1580;J1910+0534;0.452867;1.92e-15
1581;J1910+0714;2.712423;6.12e-15
1582;J1910+0728;0.325415;8.31e-15
1583;B1907+12;1.441742;8.23e-15
1584;J1911+1758;0.460406;1.31e-17
1585;B1910+10;0.409349;1.58e-14
1586;B1910+20;2.232969;1.02e-14
1587;J1912+2525;0.621976;2.25e-16
1588;B1911-04;0.825936;4.07e-15
1589;J1913+0446;1.616130;2.79e-13
1590;J1913+0657;1.257181;2.83e-15
1591;J1913+0832;0.134409;4.57e-15
1592;J1913+0904;0.163246;1.76e-14
1593;B1911+09;1.241965;4.32e-16
1594;J1913+1000;0.837148;1.67e-14
1595;J1913+1011;0.035909;3.37e-15
1596;J1913+1050;0.190067;1.95e-16
1597;J1913+1145;0.306069;5.02e-15
1598;J1913+1330;0.923391;8.68e-15
1599;B1911+13;0.521473;8.04e-16
1600;J1913+3732;0.851079;1.38e-15
1601;J1914+0219;0.457527;1.02e-15
1602;J1914+0631;0.693811;3.32e-17
1603;B1911+11;0.600997;6.56e-16
1604;J1915+0227;0.317306;2.99e-16
1605;J1915+0738;1.542704;3.31e-15
1606;J1915+0752;2.058314;1.39e-16
1607;J1915+0838;0.342777;1.57e-15
1608;B1913+10;0.404547;1.53e-14
1609;J1915+1410;0.297494;4.89e-17
1610;B1913+167;1.616231;4.05e-16
1611;J1916+0748;0.541752;1.07e-14
1612;J1916+0844;0.439995;2.90e-15
1613;J1916+0852;2.182746;1.31e-14
1614;B1914+09;0.270254;2.52e-15
1615;J1916+1023;1.618339;6.81e-16
1616;B1913+105;0.628970;3.40e-17
1617;J1916+1225;0.227387;2.35e-14
1618;B1914+13;0.281842;3.65e-15
1619;J1917+0834;2.129665;1.75e-14
1620;B1915+13;0.194631;7.20e-15
1621;J1917+1737;0.334725;3.24e-16
1622;B1915+22;0.425897;2.86e-15
1623;J1918-1052;0.798693;8.65e-16
1624;B1916+14;1.181023;2.12e-13
1625;J1918+1541;0.370883;2.54e-15
1626;B1917+00;1.272260;7.67e-15
1627;J1919+0134;1.603984;5.89e-16
1628;J1919+1314;0.571400;3.79e-15
1629;J1919+1645;0.562790;2.16e-16
1630;J1919+1745;2.081343;1.71e-15
1631;J1920+1040;2.215802;6.48e-15
1632;J1920+1110;0.509886;1.56e-16
1633;B1918+26;0.785522;3.44e-17
1634;J1921+0812;0.210648;5.36e-15
1635;B1919+14;0.618183;5.60e-15
1636;J1921+1544;0.143576;9.80e-16
1637;B1918+19;0.821035;8.96e-16
1638;B1919+20;0.760681;5.00e-17
1639;B1919+21;1.337302;1.35e-15
1640;J1922+1131;0.562074;2.57e-17
1641;J1922+1733;0.236171;1.34e-14
1642;B1920+20;1.172763;6.49e-16
1643;B1920+21;1.077924;8.18e-15
1644;B1921+17;0.547209;4.30e-17
1645;J1924+1631;2.935186;3.64e-13
1646;J1924+1639;0.158043;2.56e-15
1647;B1922+20;0.237790;2.09e-15
1648;J1925+1720;0.075659;1.05e-14
1649;B1923+04;1.074078;2.46e-15
1650;J1926+0737;0.318062;3.75e-16
1651;J1926-1314;4.864284;3.64e-14
1652;B1924+14;1.324922;2.19e-16
1653;B1924+16;0.579823;1.80e-14
1654;B1924+19;1.346012;1.43e-15
1655;J1926+2016;0.299072;3.50e-15
1656;J1927+0911;0.290305;6.35e-17
1657;B1925+18;0.482766;1.16e-16
1658;B1925+188;0.298313;2.24e-15
1659;B1925+22;1.431066;7.71e-16
1660;J1928+1443;1.010739;2.10e-16
1661;J1928+1746;0.068730;1.32e-14
1662;J1928+1923;0.817330;6.35e-15
1663;J1929+1357;0.866927;3.66e-15
1664;B1926+18;1.220470;2.36e-15
1665;J1929+1955;0.257832;2.56e-15
1666;J1929+2121;0.723599;2.14e-15
1667;B1927+13;0.760032;3.66e-15
1668;J1930-1852;0.185520;1.80e-17
1669;J1930+1852;0.136855;7.51e-13
1670;J1931+1439;1.779226;6.33e-15
1671;B1929+15;0.314355;5.01e-15
1672;J1931+1952;0.501123;1.01e-16
1673;B1929+10;0.226518;1.16e-15
1674;J1932+1500;1.864332;4.59e-16
1675;J1932+1916;0.208215;9.32e-14
1676;B1929+20;0.268217;4.22e-15
1677;B1930+22;0.144470;5.76e-14
1678;J1932-3655;0.571420;2.84e-16
1679;J1933+0758;0.437454;2.18e-16
1680;B1930+13;0.928324;3.18e-16
1681;B1931+24;0.813690;8.11e-15
1682;J1934+2352;0.178432;1.31e-13
1683;B1933+16;0.358738;6.00e-15
1684;B1933+17;0.654408;3.78e-16
1685;J1935+2025;0.080118;6.08e-14
1686;B1933+15;0.967338;4.04e-15
1687;J1937+1505;2.872774;5.61e-15
1688;B1935+25;0.200980;6.43e-16
1689;J1937+2950;1.657429;3.48e-15
1690;J1938+0650;1.121562;5.68e-15
1691;J1938+2010;0.687082;3.40e-15
1692;J1938+2213;0.166116;4.24e-14
1693;B1937+24;0.645302;1.83e-14
1694;J1940+2245;0.258912;1.27e-14
1695;J1940+2337;0.546824;7.68e-14
1696;J1941+0121;0.217317;1.91e-16
1697;J1941+1026;0.905394;9.96e-16
1698;J1941+1341;0.559084;1.24e-15
1699;J1941+2525;2.306153;1.61e-13
1700;B1937-26;0.402858;9.56e-16
1701;B1939+17;0.696262;1.01e-16
1702;J1943+0609;0.446226;4.66e-16
1703;B1940-12;0.972429;1.66e-15
1704;B1941-17;0.841158;9.86e-16
1705;B1942+17;1.996899;7.30e-16
1706;B1942-00;1.045632;5.35e-16
1707;B1943+18;1.068708;2.42e-16
1708;J1946-1312;0.491865;1.99e-15
1709;B1944+17;0.440618;2.41e-17
1710;B1944+22;1.334450;8.89e-16
1711;J1946+2535;0.515167;5.64e-15
1712;J1946+2611;0.435060;2.20e-14
1713;B1943-29;0.959448;1.49e-15
1714;J1947+0915;1.480744;4.78e-16
1715;J1947+1957;0.157509;5.23e-16
1716;J1948+2333;0.528352;1.36e-14
1717;J1948+2551;0.196627;9.02e-15
1718;B1946+35;0.717311;7.06e-15
1719;J1949+2306;1.319373;1.23e-16
1720;B1946-25;0.957617;3.27e-15
1721;J1951+1123;5.094083;3.03e-15
1722;B1949+14;0.275026;1.28e-16
1723;B1951+32;0.039531;5.84e-15
1724;J1953+1149;0.851890;2.86e-15
1725;J1953+2732;1.333965;1.77e-15
1726;J1954+2407;0.193405;1.06e-15
1727;J1954+2836;0.092709;2.12e-14
1728;B1953+50;0.518938;1.37e-15
1729;J1956+0838;0.303911;2.20e-16
1730;J1957+2831;0.307683;3.11e-15
1731;J1957+5033;0.374806;7.08e-15
1732;J1958+2846;0.290389;2.12e-13
1733;J1959+3620;0.406081;3.60e-17
1734;J2002+1637;0.276497;2.25e-16
1735;B2000+32;0.696761;1.05e-13
1736;B2000+40;0.905067;1.74e-15
1737;J2004+2653;0.665879;5.67e-17
1738;B2002+31;2.111265;7.46e-14
1739;J2004+3429;0.240953;2.07e-13
1740;J2005-0020;2.279661;2.57e-14
1741;J2005+3547;0.615034;2.81e-16
1742;J2005+3552;0.307943;2.99e-15
1743;B2003-08;0.580871;4.60e-17
1744;J2006+3102;0.163695;2.49e-14
1745;J2007+0809;0.325724;1.37e-16
1746;J2007+0910;0.458735;3.32e-16
1747;J2007+3120;0.608205;1.56e-14
1748;J2008+2513;0.589196;5.40e-15
1749;J2009+3326;1.438369;1.47e-15
1750;J2010+2845;0.565369;9.07e-17
1751;J2010+3230;1.442448;3.62e-15
1752;J2011+3331;0.931733;1.79e-15
1753;J2012-2029;0.544002;5.48e-16
1754;J2013-0649;0.580187;6.01e-16
1755;J2013+3058;0.276028;1.52e-16
1756;B2011+38;0.230194;8.85e-15
1757;J2015+2524;2.303299;5.10e-16
1758;J2017+2043;0.537143;9.96e-16
1759;J2017+3625;0.166749;1.36e-15
1760;B2016+28;0.557953;1.48e-16
1761;J2018+3431;0.387664;1.84e-15
1762;J2021+3651;0.103741;9.57e-14
1763;J2021+4026;0.265318;5.47e-14
1764;B2020+28;0.343402;1.89e-15
1765;J2022+3842;0.048579;8.61e-14
1766;B2021+51;0.529197;3.06e-15
1767;B2022+50;0.372619;2.51e-15
1768;B2025+21;0.398173;2.03e-16
1769;J2027+4557;1.099651;3.09e-16
1770;J2028+3332;0.176707;4.86e-15
1771;B2027+37;1.216805;1.23e-14
1772;B2028+22;0.630513;8.85e-16
1773;J2030+3641;0.200129;6.50e-15
1774;J2030+4415;0.227070;6.48e-15
1775;J2032+4127;0.143250;1.25e-14
1776;J2033+0042;5.013398;1.01e-14
1777;J2033-1938;1.281719;4.55e-16
1778;J2036+2835;1.358727;2.09e-15
1779;B2034+19;2.074377;2.04e-15
1780;B2035+36;0.618715;4.50e-15
1781;J2038-3816;1.577286;4.13e-15
1782;B2036+53;1.424568;9.44e-16
1783;J2040+1657;0.865606;5.95e-16
1784;J2043+2740;0.096131;1.27e-15
1785;J2044+4614;1.392715;6.30e-16
1786;J2045+0912;0.395555;1.95e-16
1787;B2043-04;1.546938;1.47e-15
1788;B2044+15;1.138286;1.82e-16
1789;B2045+56;0.476735;1.11e-14
1790;J2047+5029;0.445945;4.18e-15
1791;B2045-16;1.961572;1.10e-14
1792;J2048+2255;0.283901;1.52e-17
1793;B2048-72;0.341336;1.96e-16
1794;B2053+21;0.815181;1.34e-15
1795;J2055+2539;0.319561;4.08e-15
1796;B2053+36;0.221508;3.69e-16
1797;J2105+6223;2.304879;5.22e-15
1798;J2108-3429;1.423102;3.50e-15
1799;B2106+44;0.414871;8.62e-17
1800;J2111+2106;3.953853;3.24e-15
1801;J2111+4606;0.157830;1.43e-13
1802;B2110+27;1.202852;2.62e-15
1803;B2111+46;1.014685;7.15e-16
1804;B2113+14;0.440153;2.89e-16
1805;B2122+13;0.694053;7.68e-16
1806;B2123-67;0.325771;2.26e-16
1807;J2136-1606;1.227235;1.60e-17
1808;J2139+2242;1.083514;1.42e-15
1809;J2139+4716;0.282849;1.79e-15
1810;J2143+0654;9.428229;4.09e-14
1811;J2144-3933;8.509827;4.96e-16
1812;B2148+63;0.380140;1.68e-16
1813;B2148+52;0.332206;1.01e-14
1814;J2151+2315;0.593534;7.08e-16
1815;J2155+2813;1.609020;9.16e-16
1816;B2152-31;1.030002;1.24e-15
1817;B2151-56;1.373654;4.23e-15
1818;J2156+2618;0.498149;1.42e-17
1819;B2154+40;1.525266;3.43e-15
1820;J2205+1444;0.938014;9.00e-16
1821;J2206+6151;0.322674;3.97e-16
1822;J2208+5500;0.933161;6.99e-15
1823;B2210+29;1.004593;4.95e-16
1824;J2215+1538;0.374196;2.37e-15
1825;J2216+5759;0.419102;6.90e-14
1826;J2217+5733;1.056844;6.51e-16
1827;B2217+47;0.538469;2.77e-15
1828;B2224+65;0.682542;9.66e-15
1829;J2229+6114;0.051624;7.83e-14
1830;B2227+61;0.443055;2.26e-15
1831;J2234+2114;1.358745;2.22e-16
1832;J2238+5903;0.162734;9.70e-14
1833;J2240+5832;0.139935;1.54e-14
1834;B2241+69;1.664501;4.82e-15
1835;J2243+1518;0.596799;1.13e-16
1836;J2248-0101;0.477233;6.59e-16
1837;J2253+1516;0.792236;6.65e-17
1838;B2255+58;0.368246;5.75e-15
1839;J2301+5852;6.979071;4.71e-13
1840;J2302+6028;1.206404;2.04e-15
1841;B2303+30;1.575886;2.89e-15
1842;B2303+46;1.066371;5.69e-16
1843;B2306+55;0.475068;1.99e-16
1844;B2310+42;0.349434;1.12e-16
1845;B2315+21;1.444653;1.05e-15
1846;J2319+6411;0.216018;1.63e-16
1847;B2319+60;2.256488;7.04e-15
1848;B2321-61;2.347486;2.59e-15
1849;J2325-0530;0.868735;1.03e-15
1850;B2323+63;1.436310;2.83e-15
1851;B2324+60;0.233652;3.53e-16
1852;B2327-20;1.643622;4.63e-15
1853;J2333+6145;0.756899;1.18e-15
1854;B2334+61;0.495370;1.93e-13
1855;J2346-0609;1.181463;1.36e-15
1856;B2351+61;0.944784;1.63e-14

